player_id,player_name,player_display_name,position,position_group,headshot_url,season,week,season_type,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr
00-0027962,C.Jordan,Cameron Jordan,DE,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eauqz3xbdtl0wfoy71da",2025,1,REG,NO,ARI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,2,0,1,2,13,0,1.5,14.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0027969,Ca.Heyward,Cameron Heyward,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfql05jp29d2pltrlwqz",2025,1,REG,PIT,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0028292,N.Bellore,Nick Bellore,LB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wlj7zdf6h9p9dnhdtmih",2025,1,REG,WAS,NYG,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0028872,J.Hekker,Johnny Hekker,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqxvnynrahubphl6gjvw",2025,1,REG,TEN,DEN,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029255,B.Wagner,Bobby Wagner,MLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/msulezmb9dk3klpgymoj",2025,1,REG,WAS,NYG,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029263,R.Wilson,Russell Wilson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkstxj0evgkjiycu4glc",2025,1,REG,NYG,WAS,17,37,168,0,0,2,-11,0,0,226,84,9,-11.39383654077999,-13.457901123911142,0,0.7433628318584071,8,44,0,1,0,3,2.0431199607555754,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,11.120000000000001,11.120000000000001
00-0029562,L.David,Lavonte David,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gicyoxodiwdzvybrzddk",2025,1,REG,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,3,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029592,K.Zeitler,Kevin Zeitler,G,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfb14plexvixmjo0p5ye",2025,1,REG,TEN,DEN,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029607,D.Davis,Demario Davis,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fx9oohbyik0ibdlvyr8z",2025,1,REG,NO,ARI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,6,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029692,B.Anger,Bryan Anger,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1fozrp2fhprrkheqt0x",2025,1,REG,DAL,PHI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029714,A.DePaola,Andrew DePaola,LS,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jcrvuhkivwjhbqmzp5tm",2025,1,REG,MIN,CHI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0029822,B.McManus,Brandon McManus,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvwi9b1vfkn0wlmdl7ej",2025,1,REG,GB,DET,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,38,1,0,0,2,0,0,0,0,0,0,0,0,0,72,0,0,3,3,0,0,1,0,0,0,0,0,0,0
00-0029892,K.Juszczyk,Kyle Juszczyk,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qflumv1aag7yw9mgwpga",2025,1,REG,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,2,2,32,0,0,0,22,10,1,2.2686643470660783,0,1.4545454545454546,0.058823529411764705,0.08461538461538462,0.14746606334841628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3.2,5.2
00-0030035,A.Thielen,Adam Thielen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv6gajxtt6zhum2unnsl",2025,1,REG,MIN,CHI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,7,0,0,-0.6133485898170621,1,0,0.05,0.05982905982905983,0.11688034188034188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,2
00-0030061,Z.Ertz,Zach Ertz,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",2025,1,REG,WAS,NYG,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,3,5,26,1,0,0,42,6,2,-0.26454022695543244,0,0.6190476190476191,0.1724137931034483,0.15053763440860216,0.36399703374119396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,8.6,11.6
00-0030062,D.Slay,Darius Slay,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7dwifb7wrqvqj714dgh",2025,1,REG,PIT,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0030092,S.Martin,Sam Martin,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hkewwfpluyhrcdgquthf",2025,1,REG,CAR,JAX,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0030140,T.Way,Tress Way,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9oijuzo666bwebj9yuj",2025,1,REG,WAS,NYG,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0030279,K.Allen,Keenan Allen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",2025,1,REG,LAC,KC,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,7,10,68,1,0,0,89,20,6,6.346878370424017,0,0.7640449438202247,0.29411764705882354,0.260233918128655,0.6233402132782937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,12.8,19.8
00-0030506,T.Kelce,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",2025,1,REG,KC,LAC,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,2,4,47,1,0,0,24,24,2,2.9727956554852426,0,1.9583333333333333,0.10526315789473684,0.08856088560885608,0.2198873567683045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,10.7,12.7
00-0030564,D.Hopkins,DeAndre Hopkins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snvo6holyfdjmrlqxqxu",2025,1,REG,BAL,BUF,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,2,2,35,1,0,0,33,2,1,2.635307776858099,0,1.0606060606060606,0.10526315789473684,0.1907514450867052,0.29142074840279886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,9.5,11.5
00-0030565,G.Smith,Geno Smith,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",2025,1,REG,LV,NE,24,34,362,1,1,4,-29,0,0,350,140,17,14.945327814546477,9.620190027988318,0,1.0342857142857143,2,10,0,0,0,1,0.11908065629540943,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,17.48,17.48
00-0030757,M.Pennel,Mike Pennel,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezpbko1gvvdrrtqhkhnu",2025,1,REG,CIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0031040,K.Mack,Khalil Mack,OLB,LB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzqh3otccfpx2aue7xys",2025,1,REG,LAC,KC,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0031054,D.Jones,DaQuan Jones,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w7qkicdj6v0figbmfp0u",2025,1,REG,BUF,BAL,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
00-0031136,C.Boswell,Chris Boswell,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxbnhvnfjmheuryvdmuf",2025,1,REG,PIT,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,116,0,0,4,4,0,0,1,0,0,0,0,0,0,0
00-0031203,C.Santos,Cairo Santos,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w5mfvjfuflbitwuji1yx",2025,1,REG,CHI,MIN,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,42,0.5,0,0,0,1,0,0,0,0,0,0,1,0,42,50,0,3,3,0,0,1,0,0,0,0,0,0,0
00-0031236,B.Cooks,Brandin Cooks,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krz3gv9jjs92arlctvqf",2025,1,REG,NO,ARI,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,26,0,0,0,18,20,2,1.5354513814090751,0,1.4444444444444444,0.0975609756097561,0.05357142857142857,0.18384146341463417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2.6,5.6
00-0031270,S.Harris,Shelby Harris,DT,DL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r1lxhltzhpkmfdocupum",2025,1,REG,CLE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
